薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考,診療報酬における加算等の算定対象から除外する品目
1139010F2110,レベチラセタム,レベチラセタム錠５００ｍｇ「日新」,3,,,,
1139010F2128,レベチラセタム,レベチラセタム錠５００ｍｇ「フェルゼン」,3,,,,
1139010F2136,レベチラセタム,レベチラセタム錠５００ｍｇ「明治」,3,,,,
1139010F3027,レベチラセタム,レベチラセタム粒状錠２５０ｍｇ「サワイ」,3,,,,
1139010F4023,レベチラセタム,レベチラセタム粒状錠５００ｍｇ「サワイ」,3,,,,
1139010R1020,レベチラセタム,イーケプラドライシロップ５０％,2,,,,
1139010R1039,レベチラセタム,レベチラセタムドライシロップ５０％「ＪＧ」,3,,,,
1139010R1047,レベチラセタム,レベチラセタムドライシロップ５０％「ＹＤ」,3,,,,
1139010R1055,レベチラセタム,レベチラセタムＤＳ５０％「杏林」,3,,,,
1139010R1063,レベチラセタム,レベチラセタムＤＳ５０％「サワイ」,3,,,,
1139010R1071,レベチラセタム,レベチラセタムＤＳ５０％「タカタ」,3,,,,
1139010R1080,レベチラセタム,レベチラセタムＤＳ５０％「トーワ」,3,,,,
1139010R1098,レベチラセタム,レベチラセタムドライシロップ５０％「日医工」,3,,,,
1139010R1101,レベチラセタム,レベチラセタムドライシロップ５０％「日新」,3,,,,
1139010R1110,レベチラセタム,レベチラセタムドライシロップ５０％「明治」,3,,,,
1139011M1028,スチリペントール,ディアコミットカプセル２５０ｍｇ,1,,,,
1139011R1025,スチリペントール,ディアコミットドライシロップ分包２５０ｍｇ,1,,,,
1139011R2021,スチリペントール,ディアコミットドライシロップ分包５００ｍｇ,1,,,,
1139012F1023,ルフィナミド,イノベロン錠１００ｍｇ,1,,,,
1139012F2020,ルフィナミド,イノベロン錠２００ｍｇ,1,,,,
1139013B1026,ビガバトリン,サブリル散分包５００ｍｇ,1,,,,
1139014C1026,ペランパネル水和物,フィコンパ細粒１％,1,,,,
1139014F1022,ペランパネル水和物,フィコンパ錠２ｍｇ,1,,,,
1139014F2029,ペランパネル水和物,フィコンパ錠４ｍｇ,1,,,,
1139015F1027,ラコサミド,ビムパット錠５０ｍｇ,1,,,,
1139015F2023,ラコサミド,ビムパット錠１００ｍｇ,1,,,,
1139015R1023,ラコサミド,ビムパットドライシロップ１０％,1,,,,
1139100F1037,フェニトイン・フェノバルビタール,複合アレビアチン配合錠,,,,,
1139103X1036,フェニトイン・フェノバルビタール配合剤,ヒダントールＤ配合錠,,,,,
1139104X1030,フェニトイン・フェノバルビタール配合剤,ヒダントールＥ配合錠,,,,,
1139105X1035,フェニトイン・フェノバルビタール配合剤,ヒダントールＦ配合錠,,,,,
1141001X1010,アセトアミノフェン,アセトアミノフェン,,,,,
1141001X1045,アセトアミノフェン,アセトアミノフェン「ヨシダ」,,,,,
1141001X1118,アセトアミノフェン,アセトアミノフェン「ＪＧ」原末,,,,,
1141004F1086,フルフェナム酸アルミニウム,オパイリン錠１２５ｍｇ,,,,,
1141004F2058,フルフェナム酸アルミニウム,オパイリン錠２５０ｍｇ,,,,,
1141005B1062,メフェナム酸,ポンタール散５０％,,,,,
1141005C2030,メフェナム酸,ポンタール細粒９８．５％,,,,,
1141005M2094,メフェナム酸,ポンタールカプセル２５０ｍｇ,,,,,
1141005Q1081,メフェナム酸,ポンタールシロップ３．２５％,1,,,,
1141007C1075,アセトアミノフェン,カロナール細粒２０％,3,,,,
1141007C1105,アセトアミノフェン,アセトアミノフェン細粒２０％（ＴＹＫ）,3,,,,
1141007C1148,アセトアミノフェン,アセトアミノフェン細粒２０％「ＪＧ」,3,,,,
1141007C1156,アセトアミノフェン,アセトアミノフェン細粒２０％「トーワ」,3,,,,
1141007C1164,アセトアミノフェン,アセトアミノフェン細粒２０％「マルイシ」,3,,,,
1141007C2020,アセトアミノフェン,カロナール細粒５０％,3,,,,
1141007F1012,アセトアミノフェン,アセトアミノフェン２００ｍｇ錠,3,,,,
1141007F2027,アセトアミノフェン,カロナール錠３００,3,,,,
1141007F2043,アセトアミノフェン,アセトアミノフェン錠３００ｍｇ「ＪＧ」,3,,,,
1141007F2051,アセトアミノフェン,アセトアミノフェン錠３００ｍｇ「マルイシ」,3,,,,
1141007F3023,アセトアミノフェン,カロナール錠５００,3,,,,
1141007F3031,アセトアミノフェン,アセトアミノフェン錠５００ｍｇ「マルイシ」,3,,,,
1141007Q1013,アセトアミノフェン,アセトアミノフェン２％シロップ,3,,,,
1141007R1060,アセトアミノフェン,アセトアミノフェンＤＳ小児用２０％「タカタ」,3,,,,
1141007R1078,アセトアミノフェン,アセトアミノフェンＤＳ小児用２０％「トーワ」,3,,,,
1141007R1086,アセトアミノフェン,アセトアミノフェンＤＳ小児用２０％「三和」,3,,,,
1141007R2031,アセトアミノフェン,アセトアミノフェンＤＳ４０％「三和」,3,,,,
1143001X1040,アスピリン,アスピリン「ケンエー」,,,,,
1143001X1112,アスピリン,アスピリン「ホエイ」,,,,,
1143001X1147,アスピリン,アスピリン（山善）,,,,,
1143001X1201,アスピリン,アスピリン「ヨシダ」,,,,,
1143001X1236,アスピリン,アスピリン原末「マルイシ」,,,,,
1143001X1244,アスピリン,アスピリン「日医工」,,,,,
1143005X1013,エテンザミド,エテンザミド,,,,,
1144002X1017,イソプロピルアンチピリン,イソプロピルアンチピリン,,,,,
1144005X1010,スルピリン水和物,スルピリン水和物,,,,,
1144007X1010,ミグレニン,ミグレニン,,,,,
1145001M1013,インドメタシン,インドメタシンカプセル,,,,,
1145003F1030,アセメタシン,ランツジールコーワ錠３０ｍｇ,1,,,,
1145004F1034,プログルメタシンマレイン酸塩,ミリダシン錠９０ｍｇ,1,,,,
1145005M1020,インドメタシン　ファルネシル,インフリーカプセル１００ｍｇ,1,,,,
1145005M2026,インドメタシン　ファルネシル,インフリーＳカプセル２００ｍｇ,1,,,,
1147002F1013,ジクロフェナクナトリウム,ジクロフェナクナトリウム２５ｍｇ錠,3,,,,
1147002F1560,ジクロフェナクナトリウム,ボルタレン錠２５ｍｇ,2,,,,
1147002N1018,ジクロフェナクナトリウム,ジクロフェナクナトリウム３７．５ｍｇ徐放カプセル,3,,,,
1147002N1123,ジクロフェナクナトリウム,ナボールＳＲカプセル３７．５,2,,,,
1147002N1174,ジクロフェナクナトリウム,ボルタレンＳＲカプセル３７．５ｍｇ,2,,,,
1148001F1059,チアラミド塩酸塩,ソランタール錠５０ｍｇ,1,,,,
1148001F2101,チアラミド塩酸塩,ソランタール錠１００ｍｇ,1,,,,
1149001D1012,イブプロフェン,イブプロフェン２０％顆粒,3,,,,
1149001D1160,イブプロフェン,ブルフェン顆粒２０％,2,,,,
1149001F1013,イブプロフェン,イブプロフェン１００ｍｇ錠,3,,,,
1149001F1455,イブプロフェン,ブルフェン錠１００,2,,,,
1149001F2010,イブプロフェン,イブプロフェン２００ｍｇ錠,3,,,,
1149001F2168,イブプロフェン,ブルフェン錠２００,2,,,,
1149007F1142,ナプロキセン,ナイキサン錠１００ｍｇ,1,,,,
1149009M1035,ブコローム,パラミヂンカプセル３００ｍｇ,,,,,
1149010F1136,プラノプロフェン,ニフラン錠７５ｍｇ,2,,R5.3.31まで,,
1149010M1011,プラノプロフェン,プラノプロフェン７５ｍｇカプセル,3,,,,
1149011D1032,フルルビプロフェン,フロベン顆粒８％,1,,,,
1149011F1076,フルルビプロフェン,フロベン錠４０,1,,,,
1149013F1091,ジメトチアジンメシル酸塩,ミグリステン錠２０,1,,,,
1149015F1023,スリンダク,クリノリル錠５０,1,,,,
1149015F2020,スリンダク,クリノリル錠１００,1,,,,
1149017M1013,ピロキシカム,ピロキシカム１０ｍｇカプセル,3,,,,
1149017M1030,ピロキシカム,バキソカプセル１０,2,,,,
1149017M2010,ピロキシカム,ピロキシカム２０ｍｇカプセル,3,,,,
1149017M2079,ピロキシカム,バキソカプセル２０,2,,,,
1149019C1017,ロキソプロフェンナトリウム水和物,ロキソプロフェンナトリウム１０％細粒,3,,,,
1149019C1149,ロキソプロフェンナトリウム水和物,ロキソニン細粒１０％,2,,,,
1149019F1013,ロキソプロフェンナトリウム水和物,ロキソプロフェンナトリウム６０ｍｇ錠,3,,,,
1149019F1480,ロキソプロフェンナトリウム水和物,ロキソプロフェン錠６０ｍｇ「ＥＭＥＣ」,3,,,,
1149019F1498,ロキソプロフェンナトリウム水和物,ロキソプロフェンナトリウム錠６０ｍｇ「ＣＨ」,3,,,,
1149019F1560,ロキソプロフェンナトリウム水和物,ロキソニン錠６０ｍｇ,2,,,,
1149019F1587,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「サワイ」,3,,,,
1149019F1595,ロキソプロフェンナトリウム水和物,ロキソプロフェンナトリウム錠６０ｍｇ「日医工」,3,,,,
1149019F1609,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「ＹＤ」,3,,,,
1149019F1617,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「三和」,3,,,,
1149019F1625,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「トーワ」,3,,,,
1149019F1633,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「ツルハラ」,3,,,,
1149019F1641,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「ＫＮ」,3,,,,
1149019F1668,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「アメル」,3,,,,
1149019F1676,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「日新」,3,,,,
1149019F1692,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「ＮＰＩ」,3,,,,
1149019F1706,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「ＴＣＫ」,3,,,,
1149019F1714,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「ＯＨＡ」,3,,,,
1149019F1722,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「あすか」,3,,,,
1149019F1730,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「武田テバ」,3,,,,
1149019F1749,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「三恵」,3,,,,
1149019F1757,ロキソプロフェンナトリウム水和物,ロキソプロフェンＮａ錠６０ｍｇ「ＫＯ」,3,,,,
1149019S1038,ロキソプロフェンナトリウム水和物,ロキソプロフェンナトリウム内服液６０ｍｇ「日医工」,3,,,,
1149023F1036,ワクシニアウイルス接種家兎炎症皮膚抽出液,ノイロトロピン錠４単位,1,,,,
1149026F1056,オキサプロジン,アルボ錠１００ｍｇ,1,,,,
1149026F2206,オキサプロジン,アルボ錠２００ｍｇ,1,,,,
1149027F1034,ナブメトン,レリフェン錠４００ｍｇ,1,,,,
1149029F1017,ザルトプロフェン,ザルトプロフェン８０ｍｇ錠,3,,,,
1149029F1025,ザルトプロフェン,ソレトン錠８０,2,,,,
1149029F1033,ザルトプロフェン,ペオン錠８０,2,,,,
1149030M1027,アンピロキシカム,フルカムカプセル１３．５ｍｇ,1,,,,
1149030M2023,アンピロキシカム,フルカムカプセル２７ｍｇ,1,,,,
1149031F1014,アクタリット,アクタリット１００ｍｇ錠,3,,,,
1149031F1022,アクタリット,モーバー錠１００ｍｇ,2,,,,
1149031F1030,アクタリット,オークル錠１００ｍｇ,2,,,,
1149032F1019,エトドラク,エトドラク１００ｍｇ錠,3,,,,1
1149032F1027,エトドラク,ハイペン錠１００ｍｇ,2,,,,1
1149032F1035,エトドラク,オステラック錠１００,2,,,,1
1149032F2015,エトドラク,エトドラク２００ｍｇ錠,3,,,,1
1149032F2023,エトドラク,ハイペン錠２００ｍｇ,2,,,,1
1149032F2031,エトドラク,オステラック錠２００,2,,,,1
1149034F1026,塩酸ペンタゾシン,ソセゴン錠２５ｍｇ,1,,,,
1149035F1012,メロキシカム,メロキシカム５ｍｇ錠,3,,,,
1149035F1020,メロキシカム,モービック錠５ｍｇ,2,,,,
1149035F1039,メロキシカム,メロキシカム錠５ｍｇ「ＥＭＥＣ」,3,,,,
1149035F1110,メロキシカム,メロキシカム錠５ｍｇ「アメル」,3,,,,
1149035F1128,メロキシカム,メロキシカム錠５ｍｇ「科研」,3,,,,
1149035F1136,メロキシカム,メロキシカム錠５ｍｇ「ケミファ」,3,,,,
1149035F1144,メロキシカム,メロキシカム錠５ｍｇ「サワイ」,3,,,,
1149035F1160,メロキシカム,メロキシカム錠５ｍｇ「タカタ」,3,,,,
1149035F1179,メロキシカム,メロキシカム錠５ｍｇ「タナベ」,3,,,,
1149035F1195,メロキシカム,メロキシカム錠５ｍｇ「日医工」,3,,,,
1149035F2019,メロキシカム,メロキシカム１０ｍｇ錠,3,,,,
1149035F2027,メロキシカム,モービック錠１０ｍｇ,2,,,,
1149035F2035,メロキシカム,メロキシカム錠１０ｍｇ「ＥＭＥＣ」,3,,,,
1149035F2094,メロキシカム,メロキシカム錠１０ｍｇ「ＴＹＫ」,3,,,,
1149035F2124,メロキシカム,メロキシカム錠１０ｍｇ「科研」,3,,,,
1149035F2132,メロキシカム,メロキシカム錠１０ｍｇ「ケミファ」,3,,,,
1149035F2140,メロキシカム,メロキシカム錠１０ｍｇ「サワイ」,3,,,,
1149035F2167,メロキシカム,メロキシカム錠１０ｍｇ「タカタ」,3,,,,
1149035F2175,メロキシカム,メロキシカム錠１０ｍｇ「タナベ」,3,,,,
1149035F2183,メロキシカム,メロキシカム錠１０ｍｇ「トーワ」,3,,,,
1149036F1025,ロルノキシカム,ロルカム錠２ｍｇ,2,,,,
1149036F1033,ロルノキシカム,ロルノキシカム錠２ｍｇ「ＫＯ」,3,,,,
1149036F2021,ロルノキシカム,ロルカム錠４ｍｇ,2,,,,
1149036F2030,ロルノキシカム,ロルノキシカム錠４ｍｇ「ＫＯ」,3,,,,
1149037F1011,セレコキシブ,セレコキシブ１００ｍｇ錠,3,,,,
1149037F1020,セレコキシブ,セレコックス錠１００ｍｇ,2,,,,
1149037F1089,セレコキシブ,セレコキシブ錠１００ｍｇ「オーハラ」,3,,,,
1149037F1097,セレコキシブ,セレコキシブ錠１００ｍｇ「杏林」,3,,,,
1149037F1100,セレコキシブ,セレコキシブ錠１００ｍｇ「ケミファ」,3,,,,
1149037F1119,セレコキシブ,セレコキシブ錠１００ｍｇ「サワイ」,3,,,,
1149037F1135,セレコキシブ,セレコキシブ錠１００ｍｇ「武田テバ」,3,,,,
1149037F1143,セレコキシブ,セレコキシブ錠１００ｍｇ「トーワ」,3,,,,
1149037F1160,セレコキシブ,セレコキシブ錠１００ｍｇ「日新」,3,,,,
1149037F1186,セレコキシブ,セレコキシブ錠１００ｍｇ「ファイザー」,3,,,,
1149037F1194,セレコキシブ,セレコキシブ錠１００ｍｇ「フェルゼン」,3,,,,
1149037F1208,セレコキシブ,セレコキシブ錠１００ｍｇ「三笠」,3,,,,
1149037F1216,セレコキシブ,セレコキシブ錠１００ｍｇ「明治」,3,,,,
1149037F2018,セレコキシブ,セレコキシブ２００ｍｇ錠,3,,,,
1149037F2026,セレコキシブ,セレコックス錠２００ｍｇ,2,,,,
1149037F2042,セレコキシブ,セレコキシブ錠２００ｍｇ「ＪＧ」,3,,,,
1149037F2085,セレコキシブ,セレコキシブ錠２００ｍｇ「オーハラ」,3,,,,
1149037F2093,セレコキシブ,セレコキシブ錠２００ｍｇ「杏林」,3,,,,
1149037F2107,セレコキシブ,セレコキシブ錠２００ｍｇ「ケミファ」,3,,,,
1149037F2115,セレコキシブ,セレコキシブ錠２００ｍｇ「サワイ」,3,,,,
1149037F2131,セレコキシブ,セレコキシブ錠２００ｍｇ「武田テバ」,3,,,,
1149037F2140,セレコキシブ,セレコキシブ錠２００ｍｇ「トーワ」,3,,,,
1149037F2166,セレコキシブ,セレコキシブ錠２００ｍｇ「日新」,3,,,,
1149037F2182,セレコキシブ,セレコキシブ錠２００ｍｇ「ファイザー」,3,,,,
1149037F2190,セレコキシブ,セレコキシブ錠２００ｍｇ「フェルゼン」,3,,,,
1149037F2204,セレコキシブ,セレコキシブ錠２００ｍｇ「三笠」,3,,,,
1149037F2212,セレコキシブ,セレコキシブ錠２００ｍｇ「明治」,3,,,,
1149038F1024,トラマドール塩酸塩,トラマールＯＤ錠２５ｍｇ,1,,,,
1149038F2020,トラマドール塩酸塩,トラマールＯＤ錠５０ｍｇ,1,,,,
1149038G1020,トラマドール塩酸塩,ワントラム錠１００ｍｇ,1,,,,
1149038G2026,トラマドール塩酸塩,ツートラム錠５０ｍｇ,1,,,,
1149038G3022,トラマドール塩酸塩,ツートラム錠１００ｍｇ,1,,,,
1149038G4029,トラマドール塩酸塩,ツートラム錠１５０ｍｇ,1,,,,
1149108D1039,シメトリド・無水カフェイン,キョーリンＡＰ２配合顆粒,,,,,
1149109F1034,エルゴタミン酒石酸塩・無水カフェイン配合剤,クリアミン配合錠Ａ１．０,,,,,
1149115F1030,エルゴタミン酒石酸塩・無水カフェイン配合剤,クリアミン配合錠Ｓ０．５,,,,,
1149116D1033,ピラゾロン系解熱鎮痛消炎配合剤,ＳＧ配合顆粒,1,,,,
1149117F1012,トラマドール塩酸塩・アセトアミノフェン,トラマドール塩酸塩・アセトアミノフェン錠,3,,,,
