"薬価基準収載
医薬品コード",成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,"収載年月日(YYYYMMDD)
【例】
2014年4月1日
(20140401)",備考
1129009F1262,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「タカタ」,３,,
1129009F1270,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「テバ」,３,,
1129009F1289,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「トーワ」,３,,
1129009F1297,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「日医工」,３,,
1129009F1300,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「日新」,３,,
1129009F1319,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「ファイザー」,３,,
1129009F1327,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「マイラン」,３,,
1129009F1335,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠５ｍｇ「明治」,３,,
1129009F2021,ゾルピデム酒石酸塩,マイスリー錠１０ｍｇ,２,,
1129009F2030,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＡ」,３,,
1129009F2048,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＦＰ」,３,,
1129009F2056,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＫ」,３,,
1129009F2064,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＥＰ」,３,,
1129009F2072,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＰ」,３,,
1129009F2080,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＥＥ」,３,,
1129009F2099,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「Ｆ」,３,,
1129009F2102,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＦＦＰ」,３,,
1129009F2110,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＪＧ」,３,,
1129009F2129,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＮ」,３,,
1129009F2137,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＯＧ」,３,,
1129009F2145,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＮＰ」,３,,
1129009F2153,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＳＮ」,３,,
1129009F2161,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＴＣＫ」,３,,
1129009F2170,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＹＤ」,３,,
1129009F2188,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＺＥ」,３,,
1129009F2196,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＺＪ」,３,,
1129009F2200,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「アメル」,３,,
1129009F2218,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「オーハラ」,３,,
1129009F2226,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「杏林」,３,,
1129009F2234,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ケミファ」,３,,
1129009F2242,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「サワイ」,３,,
1129009F2250,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「サンド」,３,,
1129009F2269,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「タカタ」,３,,
1129009F2277,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「テバ」,３,,
1129009F2285,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,３,,
1129009F2293,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「日医工」,３,,
1129009F2307,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「日新」,３,,
1129009F2315,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ファイザー」,３,,
1129009F2323,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「マイラン」,３,,
1129009F2331,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「明治」,３,,
1129009F3028,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＥＥ」,３,,
1129009F3036,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＫＮ」,３,,
1129009F3044,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「サワイ」,３,,
1129009F3052,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤフィルム５ｍｇ「モチダ」,３,,
1129009F3060,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「トーワ」,３,,
1129009F3079,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「日医工」,３,20141212,
1129009F4024,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＥＥ」,３,,
1129009F4032,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＫＮ」,３,,
1129009F4040,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」,３,,
1129009F4059,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤフィルム１０ｍｇ「モチダ」,３,,
1129009F4067,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「トーワ」,３,,
1129009F4075,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「日医工」,３,20141212,
1129009S1023,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩内用液５ｍｇ「タカタ」,３,,
1129009S2020,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩内用液１０ｍｇ「タカタ」,３,,
1129010F1028,エスゾピクロン,ルネスタ錠１ｍｇ,１,,
1129010F2024,エスゾピクロン,ルネスタ錠２ｍｇ,１,,
1129010F3020,エスゾピクロン,ルネスタ錠３ｍｇ,１,,
1129400A1038,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ「マルイシ」,１,,
1129400A1046,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ「ホスピーラ」,１,,
1131001A1038,アセチルフェネトライド,クランポール末,,,
1131001F1035,アセチルフェネトライド,クランポール錠２００ｍｇ,,,
1132001A1035,エトトイン,アクセノン末,,,
1132002B1019,フェニトイン,フェニトイン散,,,
1132002F1010,フェニトイン,フェニトイン錠,,,
1132002F2017,フェニトイン,フェニトイン錠,,,
1132400A1033,フェニトインナトリウム,アレビアチン注２５０ｍｇ,１,,
1132401A1020,ホスフェニトインナトリウム水和物,ホストイン静注７５０ｍｇ,１,,
1133002B1032,トリメタジオン,ミノアレ散６６．７％,,,
1135002C1059,プリミドン,プリミドン細粒９９．５％「日医工」,,,
1135002F1055,プリミドン,プリミドン錠２５０ｍｇ「日医工」,,,
1137001F1039,スルチアム,オスポロット錠５０ｍｇ,,,
1137001F2035,スルチアム,オスポロット錠２００ｍｇ,,,
1139001B1031,エトスクシミド,エピレオプチマル散５０％,,,
1139001Q1042,エトスクシミド,ザロンチンシロップ５％,,,
1139002C1058,カルバマゼピン,レキシン５０％細粒,３,,
1139002C1066,カルバマゼピン,カルバマゼピン細粒５０％「アメル」,３,,
1139002C1082,カルバマゼピン,テグレトール細粒５０％,,,
1139002F1062,カルバマゼピン,テグレトール錠２００ｍｇ,,,
1139002F1070,カルバマゼピン,カルバマゼピン錠２００ｍｇ「アメル」,３,,
1139002F1097,カルバマゼピン,レキシン錠２００ｍｇ,３,,
1139002F2026,カルバマゼピン,テグレトール錠１００ｍｇ,,,
1139002F2034,カルバマゼピン,レキシン錠１００ｍｇ,３,,
1139002F2042,カルバマゼピン,カルバマゼピン錠１００ｍｇ「アメル」,３,,
1139003C1044,クロナゼパム,リボトリール細粒０．１％,１,,
1139003C1052,クロナゼパム,ランドセン細粒０．１％,１,,
1139003C2040,クロナゼパム,リボトリール細粒０．５％,１,,
1139003C2059,クロナゼパム,ランドセン細粒０．５％,１,,
1139003F1040,クロナゼパム,リボトリール錠０．５ｍｇ,１,,
1139003F1059,クロナゼパム,ランドセン錠０．５ｍｇ,１,,
1139003F2047,クロナゼパム,リボトリール錠１ｍｇ,１,,
1139003F2055,クロナゼパム,ランドセン錠１ｍｇ,１,,
1139003F3043,クロナゼパム,リボトリール錠２ｍｇ,１,,
1139003F3051,クロナゼパム,ランドセン錠２ｍｇ,１,,
1139004C1049,バルプロ酸ナトリウム,バルプロ酸ナトリウム細粒２０％「ＥＭＥＣ」,３,,
1139004C1057,バルプロ酸ナトリウム,デパケン細粒２０％,２,,
1139004C2061,バルプロ酸ナトリウム,デパケン細粒４０％,２,,
1139004C2070,バルプロ酸ナトリウム,バルプロ酸ナトリウム細粒４０％「ＥＭＥＣ」,３,,
1139004D1044,バルプロ酸ナトリウム,エピレナート徐放顆粒４０％,３,,
1139004D1052,バルプロ酸ナトリウム,セレニカＲ顆粒４０％,２,,
1139004D1060,バルプロ酸ナトリウム,バルプラム徐放顆粒４０％,３,,
1139004D1079,バルプロ酸ナトリウム,バルプロ酸ナトリウム徐放Ｕ顆粒４０％「アメル」,３,20141212,
1139004F1045,バルプロ酸ナトリウム,バレリン錠１００ｍｇ,３,,
1139004F1061,バルプロ酸ナトリウム,エピレナート錠１００ｍｇ,３,,
1139004F1070,バルプロ酸ナトリウム,サノテン錠１００ｍｇ,３,,
1139004F1088,バルプロ酸ナトリウム,バルプロ酸ナトリウム錠１００ｍｇ「アメル」,３,,
1139004F1096,バルプロ酸ナトリウム,デパケン錠１００ｍｇ,２,,
1139004F1100,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠１００ｍｇ「ＴＣＫ」,３,20140620,
1139004F2106,バルプロ酸ナトリウム,バレリン錠２００ｍｇ,３,,
1139004F2130,バルプロ酸ナトリウム,エピレナート錠２００ｍｇ,３,,
1139004F2149,バルプロ酸ナトリウム,サノテン錠２００ｍｇ,３,,
1139004F2165,バルプロ酸ナトリウム,バルプロ酸ナトリウム錠２００ｍｇ「アメル」,３,,
1139004F2173,バルプロ酸ナトリウム,デパケン錠２００ｍｇ,２,,
1139004F2181,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠２００ｍｇ「ＴＣＫ」,３,20140620,
1139004G1040,バルプロ酸ナトリウム,デパケンＲ錠１００ｍｇ,２,,
1139004G1059,バルプロ酸ナトリウム,バルプロ酸Ｎａ徐放Ｂ錠１００ｍｇ「トーワ」,３,,
1139004G1067,バルプロ酸ナトリウム,バルプロ酸ナトリウムＳＲ錠１００ｍｇ「アメル」,３,,
1139004G2039,バルプロ酸ナトリウム,セレニカＲ錠２００ｍｇ,２,,
1139004G2055,バルプロ酸ナトリウム,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,３,,
1139004G2063,バルプロ酸ナトリウム,デパケンＲ錠２００ｍｇ,２,,
1139004G2071,バルプロ酸ナトリウム,バルプロ酸Ｎａ徐放Ｂ錠２００ｍｇ「トーワ」,３,,
1139004G3027,バルプロ酸ナトリウム,セレニカＲ錠４００ｍｇ,２,,
1139004Q1070,バルプロ酸ナトリウム,エピレナートシロップ５％,３,,
1139004Q1089,バルプロ酸ナトリウム,バレリンシロップ５％,３,,
1139004Q1100,バルプロ酸ナトリウム,デパケンシロップ５％,２,,
1139004Q1119,バルプロ酸ナトリウム,バルプロ酸ナトリウムシロップ５％「日医工」,３,,
1139005B1030,ゾニサミド,エクセミド散２０％,３,,
1139005B1048,ゾニサミド,エクセグラン散２０％,２,,
1139005B1056,ゾニサミド,ゾニサミド散２０％「アメル」,３,,
1139005F1023,ゾニサミド,エクセグラン錠１００ｍｇ,２,,
1139005F1031,ゾニサミド,エクセミド錠１００ｍｇ,３,,
1139005F1040,ゾニサミド,ゾニサミド錠１００ｍｇ「アメル」,３,,
1139006C1030,クロバザム,マイスタン細粒１％,１,,
1139006F1028,クロバザム,マイスタン錠５ｍｇ,１,,
1139006F2024,クロバザム,マイスタン錠１０ｍｇ,１,,
1139007F1022,ガバペンチン,ガバペン錠２００ｍｇ,１,,
1139007F2029,ガバペンチン,ガバペン錠３００ｍｇ,１,,
1139007F3025,ガバペンチン,ガバペン錠４００ｍｇ,１,,
1139007Q1023,ガバペンチン,ガバペンシロップ５％,１,,
1139008C1020,トピラマート,トピナ細粒１０％,１,20140417,
1139008F1027,トピラマート,トピナ錠５０ｍｇ,１,,
1139008F2023,トピラマート,トピナ錠１００ｍｇ,１,,
1139008F3020,トピラマート,トピナ錠２５ｍｇ,１,,
1139009F1021,ラモトリギン,ラミクタール錠小児用２ｍｇ,１,,
1139009F2028,ラモトリギン,ラミクタール錠小児用５ｍｇ,１,,
1139009F3024,ラモトリギン,ラミクタール錠２５ｍｇ,１,,
1139009F4020,ラモトリギン,ラミクタール錠１００ｍｇ,１,,
1139010F1024,レベチラセタム,イーケプラ錠２５０ｍｇ,１,,
1139010F2020,レベチラセタム,イーケプラ錠５００ｍｇ,１,,
1139010R1020,レベチラセタム,イーケプラドライシロップ５０％,１,,
1139011M1028,スチリペントール,ディアコミットカプセル２５０ｍｇ,１,,
1139011R1025,スチリペントール,ディアコミットドライシロップ分包２５０ｍｇ,１,,
1139011R2021,スチリペントール,ディアコミットドライシロップ分包５００ｍｇ,１,,
1139012F1023,ルフィナミド,イノベロン錠１００ｍｇ,１,,
1139012F2020,ルフィナミド,イノベロン錠２００ｍｇ,１,,
1139100F1037,フェニトイン・フェノバルビタール,複合アレビアチン配合錠,,,
1139103X1036,フェニトイン・フェノバルビタール配合剤,ヒダントールＤ配合錠,,,
1139104X1030,フェニトイン・フェノバルビタール配合剤,ヒダントールＥ配合錠,,,
1139105X1035,フェニトイン・フェノバルビタール配合剤,ヒダントールＦ配合錠,,,
1139400F1023,フェノバルビタールナトリウム,ノーベルバール静注用２５０ｍｇ,１,,
1139401A1020,ミダゾラム,ミダフレッサ静注０．１％,１,20141125,
1141001X1010,アセトアミノフェン,アセトアミノフェン,,,
1141001X1045,アセトアミノフェン,アセトアミノフェン「ヨシダ」,,,
1141001X1088,アセトアミノフェン,ピリナジン末,,,
1141001X1118,アセトアミノフェン,アセトアミノフェン「ＪＧ」原末,,20140620,
1141004F1086,フルフェナム酸アルミニウム,オパイリン錠１２５ｍｇ,,,
1141004F2058,フルフェナム酸アルミニウム,オパイリン錠２５０ｍｇ,,,
1141005B1062,メフェナム酸,ポンタール散５０％,,,
1141005C2030,メフェナム酸,ポンタール細粒９８．５％,,,
1141005F1048,メフェナム酸,ポンタール錠２５０ｍｇ,,,
1141005M2094,メフェナム酸,ポンタールカプセル２５０ｍｇ,,,
1141005M2213,メフェナム酸,マイカサールカプセル２５０ｍｇ,３,,
1141005M2221,メフェナム酸,ノイリトールカプセル２５０ｍｇ,３,,
1141005Q1081,メフェナム酸,ポンタールシロップ３．２５％,２,,
1141007C1075,アセトアミノフェン,カロナール細粒２０％,３,,
1141007C1083,アセトアミノフェン,サールツー細粒２０％,３,,
1141007C1105,アセトアミノフェン,アセトアミノフェン細粒２０％（ＴＹＫ）,３,,
1141007C1113,アセトアミノフェン,アセトアミノフェン細粒２０％「タツミ」,３,,
1141007C1130,アセトアミノフェン,アニルーメ細粒２０％,３,,
1141007C2020,アセトアミノフェン,カロナール細粒５０％,３,,
1141007F1039,アセトアミノフェン,カルジール錠２００,３,,
1141007F1047,アセトアミノフェン,アニルーメ錠２００ｍｇ,３,,
1141007F1055,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ（ＴＹＫ）,３,,
1141007F1063,アセトアミノフェン,カロナール錠２００,３,,
1141007F1071,アセトアミノフェン,コカール錠２００ｍｇ,３,,
