薬価基準収載医薬品コード,成分名,品名,各先発医薬品の後発医薬品の有無に関する情報,収載年月日,経過措置による使用期限,備考
1129009F2064,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＥＰ」,3,,,
1129009F2072,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＰ」,3,,,
1129009F2080,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＥＥ」,3,,,
1129009F2099,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「Ｆ」,3,,,
1129009F2102,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＦＦＰ」,3,,,
1129009F2129,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＮ」,3,,,
1129009F2137,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＯＧ」,3,,,
1129009F2161,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＴＣＫ」,3,,,
1129009F2170,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＹＤ」,3,,,
1129009F2188,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ＺＥ」,3,,,
1129009F2200,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「アメル」,3,,,
1129009F2218,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「オーハラ」,3,,,
1129009F2226,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「杏林」,3,,,
1129009F2234,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ケミファ」,3,,,
1129009F2242,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「サワイ」,3,,,
1129009F2269,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「タカタ」,3,,,
1129009F2277,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「テバ」,3,,,
1129009F2285,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,3,,,
1129009F2293,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「日医工」,3,,,
1129009F2307,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「日新」,3,,,
1129009F2315,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「ファイザー」,3,,,
1129009F2331,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩錠１０ｍｇ「明治」,3,,,
1129009F3028,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＥＥ」,3,,,
1129009F3036,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＫＮ」,3,,,
1129009F3044,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「サワイ」,3,,,
1129009F3052,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤフィルム５ｍｇ「モチダ」,3,,,
1129009F3060,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「トーワ」,3,,,
1129009F3079,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「日医工」,3,,,
1129009F4024,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＥＥ」,3,,,
1129009F4032,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「ＫＮ」,3,,,
1129009F4040,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」,3,,,
1129009F4059,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤフィルム１０ｍｇ「モチダ」,3,,,
1129009F4067,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「トーワ」,3,,,
1129009F4075,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「日医工」,3,,,
1129009S1023,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩内用液５ｍｇ「タカタ」,3,,,
1129009S2020,ゾルピデム酒石酸塩,ゾルピデム酒石酸塩内用液１０ｍｇ「タカタ」,3,,,
1129010F1028,エスゾピクロン,ルネスタ錠１ｍｇ,1,,,
1129010F2024,エスゾピクロン,ルネスタ錠２ｍｇ,1,,,
1129010F3020,エスゾピクロン,ルネスタ錠３ｍｇ,1,,,
1129400A1038,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ「マルイシ」,1,,,
1129400A1054,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ「ファイザー」,1,,,
1129400G1022,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「ファイザー」,1,20180530,,
1129400G1030,デクスメデトミジン塩酸塩,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「マルイシ」,1,20180530,,
1131001A1038,アセチルフェネトライド,クランポール末,,,,
1131001F1035,アセチルフェネトライド,クランポール錠２００ｍｇ,,,,
1132001A1035,エトトイン,アクセノン末,,,,
1132002B1019,フェニトイン,フェニトイン散,,,,
1132002F1010,フェニトイン,フェニトイン錠,,,,
1132002F2017,フェニトイン,フェニトイン錠,,,,
1132400A1033,フェニトインナトリウム,アレビアチン注２５０ｍｇ,1,,,
1132401A1020,ホスフェニトインナトリウム水和物,ホストイン静注７５０ｍｇ,1,,,
1133002B1032,トリメタジオン,ミノアレ散６６．７％,,,,
1135002C1059,プリミドン,プリミドン細粒９９．５％「日医工」,,,,
1135002F1055,プリミドン,プリミドン錠２５０ｍｇ「日医工」,,,,
1137001F1039,スルチアム,オスポロット錠５０ｍｇ,,,,
1137001F2035,スルチアム,オスポロット錠２００ｍｇ,,,,
1139001B1031,エトスクシミド,エピレオプチマル散５０％,,,,
1139001Q1042,エトスクシミド,ザロンチンシロップ５％,,,,
1139002C1066,カルバマゼピン,カルバマゼピン細粒５０％「アメル」,3,,,
1139002C1082,カルバマゼピン,テグレトール細粒５０％,,,,
1139002C1090,カルバマゼピン,カルバマゼピン細粒５０％「フジナガ」,3,,,
1139002F1062,カルバマゼピン,テグレトール錠２００ｍｇ,,,,
1139002F1070,カルバマゼピン,カルバマゼピン錠２００ｍｇ「アメル」,3,,,
1139002F1100,カルバマゼピン,カルバマゼピン錠２００ｍｇ「フジナガ」,3,,,
1139002F2026,カルバマゼピン,テグレトール錠１００ｍｇ,,,,
1139002F2042,カルバマゼピン,カルバマゼピン錠１００ｍｇ「アメル」,3,,,
1139002F2050,カルバマゼピン,カルバマゼピン錠１００ｍｇ「フジナガ」,3,,,
1139003C1044,クロナゼパム,リボトリール細粒０．１％,1,,,
1139003C1052,クロナゼパム,ランドセン細粒０．１％,1,,,
1139003C2040,クロナゼパム,リボトリール細粒０．５％,1,,,
1139003C2059,クロナゼパム,ランドセン細粒０．５％,1,,,
1139003F1040,クロナゼパム,リボトリール錠０．５ｍｇ,1,,,
1139003F1059,クロナゼパム,ランドセン錠０．５ｍｇ,1,,,
1139003F2047,クロナゼパム,リボトリール錠１ｍｇ,1,,,
1139003F2055,クロナゼパム,ランドセン錠１ｍｇ,1,,,
1139003F3043,クロナゼパム,リボトリール錠２ｍｇ,1,,,
1139003F3051,クロナゼパム,ランドセン錠２ｍｇ,1,,,
1139004C1049,バルプロ酸ナトリウム,バルプロ酸ナトリウム細粒２０％「ＥＭＥＣ」,3,,,
1139004C1057,バルプロ酸ナトリウム,デパケン細粒２０％,2,,,
1139004C2061,バルプロ酸ナトリウム,デパケン細粒４０％,2,,,
1139004C2070,バルプロ酸ナトリウム,バルプロ酸ナトリウム細粒４０％「ＥＭＥＣ」,3,,,
1139004D1052,バルプロ酸ナトリウム,セレニカＲ顆粒４０％,2,,,
1139004D1079,バルプロ酸ナトリウム,バルプロ酸ナトリウム徐放Ｕ顆粒４０％「アメル」,3,,,
1139004D1087,バルプロ酸ナトリウム,バルプロ酸Ｎａ徐放顆粒４０％「フジナガ」,3,,,
1139004F1045,バルプロ酸ナトリウム,バレリン錠１００ｍｇ,3,,,
1139004F1088,バルプロ酸ナトリウム,バルプロ酸ナトリウム錠１００ｍｇ「アメル」,3,,,
1139004F1096,バルプロ酸ナトリウム,デパケン錠１００ｍｇ,2,,,
1139004F1100,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠１００ｍｇ「ＴＣＫ」,3,,,
1139004F1118,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠１００ｍｇ「フジナガ」,3,,,
1139004F2106,バルプロ酸ナトリウム,バレリン錠２００ｍｇ,3,,,
1139004F2165,バルプロ酸ナトリウム,バルプロ酸ナトリウム錠２００ｍｇ「アメル」,3,,,
1139004F2173,バルプロ酸ナトリウム,デパケン錠２００ｍｇ,2,,,
1139004F2181,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠２００ｍｇ「ＴＣＫ」,3,,,
1139004F2190,バルプロ酸ナトリウム,バルプロ酸Ｎａ錠２００ｍｇ「フジナガ」,3,,,
1139004G1040,バルプロ酸ナトリウム,デパケンＲ錠１００ｍｇ,2,,,
1139004G1059,バルプロ酸ナトリウム,バルプロ酸Ｎａ徐放Ｂ錠１００ｍｇ「トーワ」,3,,,
1139004G1067,バルプロ酸ナトリウム,バルプロ酸ナトリウムＳＲ錠１００ｍｇ「アメル」,3,,,
1139004G2039,バルプロ酸ナトリウム,セレニカＲ錠２００ｍｇ,2,,,
1139004G2055,バルプロ酸ナトリウム,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,3,,,
1139004G2063,バルプロ酸ナトリウム,デパケンＲ錠２００ｍｇ,2,,,
1139004G2071,バルプロ酸ナトリウム,バルプロ酸Ｎａ徐放Ｂ錠２００ｍｇ「トーワ」,3,,,
1139004G3027,バルプロ酸ナトリウム,セレニカＲ錠４００ｍｇ,2,,,
1139004Q1089,バルプロ酸ナトリウム,バレリンシロップ５％,3,,,
1139004Q1100,バルプロ酸ナトリウム,デパケンシロップ５％,2,,,
1139004Q1119,バルプロ酸ナトリウム,バルプロ酸ナトリウムシロップ５％「日医工」,3,,,
1139004Q1127,バルプロ酸ナトリウム,バルプロ酸Ｎａシロップ５％「フジナガ」,3,,,
1139005B1048,ゾニサミド,エクセグラン散２０％,2,,,
1139005B1056,ゾニサミド,ゾニサミド散２０％「アメル」,3,,,
1139005F1023,ゾニサミド,エクセグラン錠１００ｍｇ,2,,,
1139005F1040,ゾニサミド,ゾニサミド錠１００ｍｇ「アメル」,3,,,
1139006C1030,クロバザム,マイスタン細粒１％,1,,,
1139006F1028,クロバザム,マイスタン錠５ｍｇ,1,,,
1139006F2024,クロバザム,マイスタン錠１０ｍｇ,1,,,
1139007F1022,ガバペンチン,ガバペン錠２００ｍｇ,1,,,
1139007F2029,ガバペンチン,ガバペン錠３００ｍｇ,1,,,
1139007F3025,ガバペンチン,ガバペン錠４００ｍｇ,1,,,
1139007Q1023,ガバペンチン,ガバペンシロップ５％,1,,,
1139008C1020,トピラマート,トピナ細粒１０％,1,,,
1139008F1027,トピラマート,トピナ錠５０ｍｇ,2,,,
1139008F1035,トピラマート,トピラマート錠５０ｍｇ「アメル」,3,,,
1139008F2023,トピラマート,トピナ錠１００ｍｇ,2,,,
1139008F2031,トピラマート,トピラマート錠１００ｍｇ「アメル」,3,,,
1139008F3020,トピラマート,トピナ錠２５ｍｇ,2,,,
1139008F3038,トピラマート,トピラマート錠２５ｍｇ「アメル」,3,,,
1139009F1021,ラモトリギン,ラミクタール錠小児用２ｍｇ,1,,,H30.7.1から「２」に変更
1139009F1030,ラモトリギン,ラモトリギン錠小児用２ｍｇ「サワイ」,3,20180615,,
1139009F1048,ラモトリギン,ラモトリギン錠小児用２ｍｇ「トーワ」,3,20180615,,
1139009F1056,ラモトリギン,ラモトリギン錠小児用２ｍｇ「日医工」,3,20180615,,
1139009F2028,ラモトリギン,ラミクタール錠小児用５ｍｇ,1,,,H30.7.1から「２」に変更
1139009F2036,ラモトリギン,ラモトリギン錠小児用５ｍｇ「サワイ」,3,20180615,,
1139009F2044,ラモトリギン,ラモトリギン錠小児用５ｍｇ「トーワ」,3,20180615,,
1139009F2052,ラモトリギン,ラモトリギン錠小児用５ｍｇ「日医工」,3,20180615,,
1139009F3024,ラモトリギン,ラミクタール錠２５ｍｇ,1,,,H30.7.1から「２」に変更
1139009F3032,ラモトリギン,ラモトリギン錠２５ｍｇ「ＪＧ」,3,20180615,,
1139009F3040,ラモトリギン,ラモトリギン錠２５ｍｇ「アメル」,3,20180615,,
1139009F3059,ラモトリギン,ラモトリギン錠２５ｍｇ「サワイ」,3,20180615,,
1139009F3067,ラモトリギン,ラモトリギン錠２５ｍｇ「トーワ」,3,20180615,,
1139009F3075,ラモトリギン,ラモトリギン錠２５ｍｇ「日医工」,3,20180615,,
1139009F4020,ラモトリギン,ラミクタール錠１００ｍｇ,1,,,H30.7.1から「２」に変更
1139009F4039,ラモトリギン,ラモトリギン錠１００ｍｇ「ＪＧ」,3,20180615,,
1139009F4047,ラモトリギン,ラモトリギン錠１００ｍｇ「アメル」,3,20180615,,
1139009F4055,ラモトリギン,ラモトリギン錠１００ｍｇ「サワイ」,3,20180615,,
1139009F4063,ラモトリギン,ラモトリギン錠１００ｍｇ「トーワ」,3,20180615,,
1139009F4071,ラモトリギン,ラモトリギン錠１００ｍｇ「日医工」,3,20180615,,
1139010F1024,レベチラセタム,イーケプラ錠２５０ｍｇ,1,,,
1139010F2020,レベチラセタム,イーケプラ錠５００ｍｇ,1,,,
1139010R1020,レベチラセタム,イーケプラドライシロップ５０％,1,,,
1139011M1028,スチリペントール,ディアコミットカプセル２５０ｍｇ,1,,,
1139011R1025,スチリペントール,ディアコミットドライシロップ分包２５０ｍｇ,1,,,
1139011R2021,スチリペントール,ディアコミットドライシロップ分包５００ｍｇ,1,,,
1139012F1023,ルフィナミド,イノベロン錠１００ｍｇ,1,,,
1139012F2020,ルフィナミド,イノベロン錠２００ｍｇ,1,,,
1139013B1026,ビガバトリン,サブリル散分包５００ｍｇ,1,,,
1139014F1022,ペランパネル水和物,フィコンパ錠２ｍｇ,1,,,
1139014F2029,ペランパネル水和物,フィコンパ錠４ｍｇ,1,,,
1139015F1027,ラコサミド,ビムパット錠５０ｍｇ,1,,,
1139015F2023,ラコサミド,ビムパット錠１００ｍｇ,1,,,
1139100F1037,フェニトイン・フェノバルビタール,複合アレビアチン配合錠,,,,
1139103X1036,フェニトイン・フェノバルビタール配合剤,ヒダントールＤ配合錠,,,,
1139104X1030,フェニトイン・フェノバルビタール配合剤,ヒダントールＥ配合錠,,,,
1139105X1035,フェニトイン・フェノバルビタール配合剤,ヒダントールＦ配合錠,,,,
1139400F1023,フェノバルビタールナトリウム,ノーベルバール静注用２５０ｍｇ,1,,,
1139401A1020,ミダゾラム,ミダフレッサ静注０．１％,1,,,
1139402A1025,レベチラセタム,イーケプラ点滴静注５００ｍｇ,1,,,
1141001X1010,アセトアミノフェン,アセトアミノフェン,,,,
1141001X1045,アセトアミノフェン,アセトアミノフェン「ヨシダ」,,,,
1141001X1118,アセトアミノフェン,アセトアミノフェン「ＪＧ」原末,,,,
1141004F1086,フルフェナム酸アルミニウム,オパイリン錠１２５ｍｇ,,,,
1141004F2058,フルフェナム酸アルミニウム,オパイリン錠２５０ｍｇ,,,,
1141005B1062,メフェナム酸,ポンタール散５０％,,,,
1141005C2030,メフェナム酸,ポンタール細粒９８．５％,,,,
1141005F1048,メフェナム酸,ポンタール錠２５０ｍｇ,,,H31.3.31まで,
1141005M2094,メフェナム酸,ポンタールカプセル２５０ｍｇ,,,,
1141005Q1081,メフェナム酸,ポンタールシロップ３．２５％,1,,,
1141007C1075,アセトアミノフェン,カロナール細粒２０％,3,,,
1141007C1105,アセトアミノフェン,アセトアミノフェン細粒２０％（ＴＹＫ）,3,,,
1141007C1113,アセトアミノフェン,アセトアミノフェン細粒２０％「タツミ」,3,,,
1141007C1148,アセトアミノフェン,アセトアミノフェン細粒２０％「ＪＧ」,3,,,
1141007C1156,アセトアミノフェン,アセトアミノフェン細粒２０％「トーワ」,3,,,
1141007C2020,アセトアミノフェン,カロナール細粒５０％,3,,,
1141007F1055,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ（ＴＹＫ）,3,,H31.3.31まで,
1141007F1063,アセトアミノフェン,カロナール錠２００,3,,,
1141007F1071,アセトアミノフェン,コカール錠２００ｍｇ,3,,,
1141007F1080,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ「ＮＰ」,3,,,
1141007F1110,アセトアミノフェン,アセトアミノフェン錠２００「タツミ」,3,,,
1141007F1152,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ「ＪＧ」,3,,,
1141007F1160,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ「タカタ」,3,,,
1141007F1179,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ「テバ」,3,,,
1141007F1187,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ「トーワ」,3,,,
1141007F1195,アセトアミノフェン,アセトアミノフェン錠２００ｍｇ「マルイシ」,3,,,
1141007F2027,アセトアミノフェン,カロナール錠３００,3,,,
1141007F2043,アセトアミノフェン,アセトアミノフェン錠３００ｍｇ「ＪＧ」,3,,,
1141007F2051,アセトアミノフェン,アセトアミノフェン錠３００ｍｇ「マルイシ」,3,,,
