基準番号（ＨＯＴ番号）,処方用番号（ＨＯＴ７）,会社識別用番号,調剤用番号,物流用番号,ＪＡＮコード,薬価基準収載医薬品コード,個別医薬品コード,レセプト電算処理システムコード（１）,レセプト電算処理システムコード（２）,告示名称,販売名,レセプト電算処理システム医薬品名,規格単位,包装形態,包装単位数,包装単位単位,包装総量数,包装総量単位,区分,製造会社,販売会社,更新区分,更新年月日
100440301,1004403,01,,,,1124017F2178,1124017F2178,611170421,,リリバー錠,,リリバー錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,模範研究所,1,20011214
100440302,1004403,02,,,,1124017F2178,1124017F2178,611170421,,リリバー錠,,リリバー錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,メルクホエイ,1,20020320
100441001,1004410,01,,,,1124017F2186,1124017F2186,610422117,,ジアゼパム錠２「アメル」,,ジアゼパム錠２「アメル」　２ｍｇ,２ｍｇ１錠,,,,,,内,,共和薬工,1,20011214
100442701,1004427,01,,,,1124017F3026,1124017F3026,611170206,,ソナコン錠３,,ソナコン錠　３ｍｇ,３ｍｇ１錠,,,,,,内,,中外製薬,1,20011214
100445801,1004458,01,,,,1124017F4049,1124017F4049,611170008,,５ｍｇセルシン錠,,５ｍｇセルシン錠,５ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
100447201,1004472,01,,,,1124017F4065,1124017F4065,611170130,,ジアゼパム錠５「トーワ」,,ジアゼパム錠５「トーワ」　５ｍｇ,５ｍｇ１錠,,,,,,内,,東和薬品,1,20011214
100449601,1004496,01,,,,1124017F4090,1124017F4090,611170133,,ジアパックス錠５ｍｇ,,ジアパックス錠５ｍｇ,５ｍｇ１錠,,,,,,内,,大鵬薬品,1,20011214
100450201,1004502,01,,,,1124017F4103,1124017F4103,611170146,,セエルカム錠５,,セエルカム錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
100451901,1004519,01,,,,1124017F4111,1124017F4111,611170187,,セレナミン錠５ｍｇ,,セレナミン錠５ｍｇ,５ｍｇ１錠,,,,,,内,,旭化成,1,20011214
100452601,1004526,01,,,,1124017F4120,1124017F4120,611170200,,セレンジン錠５,,セレンジン錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,住友製薬,1,20011214
100453301,1004533,01,,,,1124017F4138,1124017F4138,611170207,,ソナコン錠５,,ソナコン錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,中外製薬,1,20011214
100454001,1004540,01,,,,1124017F4154,1124017F4154,611170317,,パールキット錠５ｍｇ,,パールキット錠５ｍｇ,５ｍｇ１錠,,,,,,内,,菱山製薬,1,20011214
100455701,1004557,01,,,,1124017F4162,1124017F4162,611170374,,ホリゾン錠５ｍｇ,,ホリゾン錠５ｍｇ,５ｍｇ１錠,,,,,,内,,山之内,1,20011214
100457101,1004571,01,,,,1124017F4197,1124017F4197,610422118,,ジアゼパム錠５「アメル」,,ジアゼパム錠５「アメル」　５ｍｇ,５ｍｇ１錠,,,,,,内,,共和薬工,1,20011214
100458801,1004588,01,,,,1124017F5010,1124017F5061,611170198,,ジアゼパム１０ｍｇ錠,,セレンジン錠　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,住友製薬,1,20020530
100458803,1004588,03,,,,1124017F5010,1124017F5053,611170185,,ジアゼパム１０ｍｇ錠,,セレナミン錠１０ｍｇ,１０ｍｇ１錠,,,,,,内,,旭化成,1,20020530
100458804,1004588,04,,,,1124017F5010,1124017F5045,611170144,,ジアゼパム１０ｍｇ錠,,セエルカム錠　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,鶴原製薬,1,20020530
100460101,1004601,01,,,,1124017F5037,1124017F5037,611170003,,１０ｍｇセルシン錠,,１０ｍｇセルシン錠,１０ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
100461801,1004618,01,,,,1124017F5088,1124017F5088,611170372,,ホリゾン錠１０ｍｇ,,ホリゾン錠１０ｍｇ,１０ｍｇ１錠,,,,,,内,,山之内,1,20011214
100462501,1004625,01,,,,1124017Q1024,1124017Q1024,611170167,,セルシンシロップ,,セルシンシロップ　０．１％,０．１％１ｍＬ,,,,,,内,,武田薬品,1,20011214
100462501,1004625,01,,,,1124017Q1032,1124017Q1032,610454040,,セルシンシロップ０．１％,,セルシンシロップ０．１％,０．１％１ｍＬ,,,,,,内,,武田薬品,1,20011214
100463201,1004632,01,,,,1124018C1021,1124018C1021,611170150,,セダプランコーワ細粒１％,,セダプランコーワ細粒１％,１％１ｇ,,,,,,内,,興和,1,20011214
100464901,1004649,01,,,,1124018F1028,1124018F1028,611170152,,セダプランコーワ錠５,,セダプランコーワ錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,興和,1,20011214
100465601,1004656,01,,,,1124018F2024,1124018F2024,611170151,,セダプランコーワ錠１０,,セダプランコーワ錠　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,興和,1,20011214
100466301,1004663,01,,,,1124019C1026,1124019C1026,611170061,,エリスパン細粒,,エリスパン細粒　０．１％,０．１％１ｇ,,,,,,内,,住友製薬,1,20011214
100467001,1004670,01,,,,1124019F1022,1124019F1022,611170062,,エリスパン錠０．２５,,エリスパン錠　０．２５ｍｇ,０．２５ｍｇ１錠,,,,,,内,,住友製薬,1,20011214
100468703,1004687,03,,,,1124020C1029,1124020C1029,611170154,,セニラン細粒,,セニラン細粒　１％,１％１ｇ,,,,,,内,,日本ヘキサル,1,20011214
100469401,1004694,01,,,,1124020C1037,1124020C1037,611170433,,レキソタン細粒,,レキソタン細粒　１％,１％１ｇ,,,,,,内,,エーザイ,1,20011214
100470001,1004700,01,,,,1124020F1025,1124020F1025,611170434,,レキソタン錠１,,レキソタン錠　１ｍｇ,１ｍｇ１錠,,,,,,内,,エーザイ,1,20011214
100471703,1004717,03,,,,1124020F2021,1124020F2021,611170155,,セニラン錠２,,セニラン錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,日本ヘキサル,1,20011214
100472401,1004724,01,,,,1124020F2030,1124020F2030,611170435,,レキソタン錠２,,レキソタン錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,エーザイ,1,20011214
100473103,1004731,03,,,,1124020F3028,1124020F3028,611170156,,セニラン錠３,,セニラン錠　３ｍｇ,３ｍｇ１錠,,,,,,内,,日本ヘキサル,1,20011214
100474803,1004748,03,,,,1124020F4024,1124020F4024,611170157,,セニラン錠５,,セニラン錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,日本ヘキサル,1,20011214
100475501,1004755,01,,,,1124020F4032,1124020F4032,611170436,,レキソタン錠５,,レキソタン錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,エーザイ,1,20011214
100478601,1004786,01,,,,1124021F1046,1124021F1046,611170543,,メダゼパム錠２（ツルハラ）,,メダゼパム錠２（ツルハラ）　２ｍｇ,２ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
100479301,1004793,01,,,,1124021F1054,1124021F1054,611170442,,レスミット錠２,,レスミット錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,塩野義,1,20011214
100480901,1004809,01,,,,1124021F2034,1124021F2034,611170069,,カマリネス５,,カマリネス　５ｍｇ,５ｍｇ１錠,,,,,,内,,全星薬工,1,20011214
100483001,1004830,01,,,,1124021F2123,1124021F2123,611170544,,メダゼパム錠５（ツルハラ）,,メダゼパム錠５（ツルハラ）　５ｍｇ,５ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
100484701,1004847,01,,,,1124021F2140,1124021F2140,611170541,,メダゼパム錠「トーワ」,,メダゼパム錠「トーワ」　５ｍｇ,５ｍｇ１錠,,,,,,内,,東和薬品,1,20011214
100486101,1004861,01,,,,1124021F2166,1124021F2166,611170443,,レスミット錠５,,レスミット錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,塩野義,1,20011214
100489201,1004892,01,,,,1124021F3081,1124021F3081,611170542,,メダゼパム錠１０（ツルハラ）,,メダゼパム錠１０（ツルハラ）　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
100490801,1004908,01,,,,1124022F1024,1124022F1024,611170492,,アズロゲン錠０．５,,アズロゲン錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,高田製薬,1,20011214
100491501,1004915,01,,,,1124022F1040,1124022F1040,611170548,,ユーパン０．５,,ユーパン　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,沢井製薬,1,20011214
100492201,1004922,01,,,,1124022F1059,1124022F1059,611170554,,ロラゼパム錠０．５「トーワ」,,ロラゼパム錠０．５「トーワ」　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,東和薬品,1,20011214
100493901,1004939,01,,,,1124022F1067,1124022F1067,611170470,,ワイパックス錠０．５,,ワイパックス錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,山之内,1,20011214
100493902,1004939,02,,,,1124022F1067,1124022F1067,611170470,,ワイパックス錠０．５,,ワイパックス錠　０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,武田薬品,1,20020530
100494601,1004946,01,,,,1124022F2012,1124022F2047,611170549,,ロラゼパム１ｍｇ錠,,ユーパン　１ｍｇ,１ｍｇ１錠,,,,,,内,,沢井製薬,1,20020625
100494602,1004946,02,,,,1124022F2012,1124022F2020,611170491,,ロラゼパム１ｍｇ錠,,アズロゲン錠　１ｍｇ,１ｍｇ１錠,,,,,,内,,高田製薬,1,20020625
100494603,1004946,03,,,,1124022F2012,1124022F2055,611170553,,ロラゼパム１ｍｇ錠,,ロコスゲン錠　１ｍｇ,１ｍｇ１錠,,,,,,内,,辰巳化学,1,20020625
100494604,1004946,04,,,,1124022F2012,1124022F2063,611170555,,ロラゼパム１ｍｇ錠,,ロラゼパム錠１．０「トーワ」　１ｍｇ,１ｍｇ１錠,,,,,,内,,東和薬品,1,20020625
100495301,1004953,01,,,,1124022F2071,1124022F2071,611170471,,ワイパックス錠１．０,,ワイパックス錠　１ｍｇ,１ｍｇ１錠,,,,,,内,,山之内,1,20011214
100495302,1004953,02,,,,1124022F2071,1124022F2071,611170471,,ワイパックス錠１．０,,ワイパックス錠　１ｍｇ,１ｍｇ１錠,,,,,,内,,武田薬品,1,20020530
100496001,1004960,01,,,,1124023F1029,1124023F1029,611170499,,コンスタン０．４ｍｇ錠,,コンスタン０．４ｍｇ錠,０．４ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
100497702,1004977,02,,,,1124023F1037,1124023F1037,611170508,,ソラナックス０．４ｍｇ錠,,ソラナックス０．４ｍｇ錠,０．４ｍｇ１錠,,,,,,内,,ファルマシア,1,20011214
100498401,1004984,01,,,,1124023F1045,1124023F1045,611120141,,カームダン錠０．４,,カームダン錠　０．４ｍｇ,０．４ｍｇ１錠,,,,,,内,,共和薬工,1,20011214
100499101,1004991,01,,,,1124023F1053,1124023F1053,611120151,,メデポリン錠０．４,,メデポリン錠　０．４ｍｇ,０．４ｍｇ１錠,,,,,,内,,沢井製薬,1,20011214
100500401,1005004,01,,,,1124023F2025,1124023F2025,611170500,,コンスタン０．８ｍｇ錠,,コンスタン０．８ｍｇ錠,０．８ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
100501102,1005011,02,,,,1124023F2033,1124023F2033,611170509,,ソラナックス０．８ｍｇ錠,,ソラナックス０．８ｍｇ錠,０．８ｍｇ１錠,,,,,,内,,ファルマシア,1,20011214
100502801,1005028,01,,,,1124024C1027,1124024C1027,611170672,,コレミナール細粒,,コレミナール細粒　１％,１％１ｇ,,,,,,内,,三菱東京,1,20011214
100502803,1005028,03,,,,1124024C1027,1124024C1027,611170672,,コレミナール細粒,,コレミナール細粒　１％,１％１ｇ,,,,,,内,,日本シェーリング,1,20011214
100502804,1005028,04,,,,1124024C1027,1124024C1027,611170672,,コレミナール細粒,,コレミナール細粒　１％,１％１ｇ,,,,,,内,,三菱ウェルファーマ,1,20020320
100503501,1005035,01,,,,1124024F1023,1124024F1023,611170673,,コレミナール錠,,コレミナール錠　４ｍｇ,４ｍｇ１錠,,,,,,内,,三菱東京,1,20011214
100503503,1005035,03,,,,1124024F1023,1124024F1023,611170673,,コレミナール錠,,コレミナール錠　４ｍｇ,４ｍｇ１錠,,,,,,内,,日本シェーリング,1,20011214
100503504,1005035,04,,,,1124024F1023,1124024F1023,611170673,,コレミナール錠,,コレミナール錠　４ｍｇ,４ｍｇ１錠,,,,,,内,,三菱ウェルファーマ,1,20020320
100504201,1005042,01,,,,1124025C1021,1124025C1021,611170545,,メレックス細粒,,メレックス細粒　０．１％,０．１％１ｇ,,,,,,内,,三共,1,20011214
100505901,1005059,01,,,,1124025F1028,1124025F1028,611170546,,メレックス錠０．５ｍｇ,,メレックス錠０．５ｍｇ,０．５ｍｇ１錠,,,,,,内,,三共,1,20011214
100506601,1005066,01,,,,1124025F2024,1124025F2024,611170547,,メレックス錠１ｍｇ,,メレックス錠１ｍｇ,１ｍｇ１錠,,,,,,内,,三共,1,20011214
100507301,1005073,01,,,,1124026C1026,1124026C1026,611170663,,グランダキシン細粒,,グランダキシン細粒　１０％,１０％１ｇ,,,,,,内,,持田製薬,1,20011214
100512701,1005127,01,,,,1124026F1022,1124026F1022,611170639,,グランダキシン錠５０,,グランダキシン錠　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,持田製薬,1,20011214
100524001,1005240,01,,,,1124026F1146,1124026F1146,610406222,,バイダキシン錠,,バイダキシン錠　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
100524002,1005240,02,,,,1124026F1146,1124026F1146,610406222,,バイダキシン錠,,バイダキシン錠　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,ナガセ,1,20011214
100524003,1005240,03,,,,1124026F1146,1124026F1146,610406222,,バイダキシン錠,,バイダキシン錠　５０ｍｇ,５０ｍｇ１錠,,,,,,内,,メルクホエイ,1,20020320
100529502,1005295,02,,,,1124027C1020,1124027C1020,610406367,,レスタス細粒,,レスタス細粒　０．２％,０．２％１ｇ,,,,,,内,,日本オルガノン,1,20011214
100530102,1005301,02,,,,1124027F1027,1124027F1027,611170643,,レスタス錠,,レスタス錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,万有製薬,1,20011214
100530103,1005301,03,,,,1124027F1027,1124027F1027,611170643,,レスタス錠,,レスタス錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,日本オルガノン,1,20011214
100531801,1005318,01,,,,1124028B1011,1124028B1038,611170773,,クロルジアゼポキシド散,,コントール散１％,１％１ｇ,,,,,,内,,武田薬品,1,20020530
100531802,1005318,02,,,,1124028B1011,1124028B1020,611170772,,クロルジアゼポキシド散,,コンスーン１００倍散　１％,１％１ｇ,,,,,,内,,鶴原製薬,1,20011214
100532501,1005325,01,,,,1124028B2018,1124028B2026,611170774,,クロルジアゼポキシド散,,コントール散１０％,１０％１ｇ,,,,,,内,,武田薬品,1,20020530
100532502,1005325,02,,,,1124028B2018,1124028B2042,611170776,,クロルジアゼポキシド散,,リサチーフ散　１０％,１０％１ｇ,,,,,,内,,東洋ファルマー,1,20011214
100532503,1005325,03,,,,1124028B2018,1124028B2034,611170775,,クロルジアゼポキシド散,,バランス散１０％,１０％１ｇ,,,,,,内,,山之内,1,20020530
100533201,1005332,01,,,,1124028F1013,1124028F1030,611170778,,クロルジアゼポキシド錠,,５ｍｇコントール錠,５ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
100533202,1005332,02,,,,1124028F1013,1124028F1048,611170779,,クロルジアゼポキシド錠,,バランス錠５ｍｇ,５ｍｇ１錠,,,,,,内,,山之内,1,20011214
100533203,1005332,03,,,,1124028F1013,1124028F1021,611170777,,クロルジアゼポキシド錠,,コンスーン錠　５ｍｇ,５ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
100534901,1005349,01,,,,1124028F2010,1124028F2036,611170781,,クロルジアゼポキシド錠,,１０ｍｇコントール錠,１０ｍｇ１錠,,,,,,内,,武田薬品,1,20011214
100534903,1005349,03,,,,1124028F2010,1124028F2044,611170782,,クロルジアゼポキシド錠,,バランス錠１０ｍｇ,１０ｍｇ１錠,,,,,,内,,山之内,1,20020530
100534904,1005349,04,,,,1124028F2010,1124028F2028,611170780,,クロルジアゼポキシド錠,,コンスーン錠　１０ｍｇ,１０ｍｇ１錠,,,,,,内,,鶴原製薬,1,20011214
100535601,1005356,01,,,,1124029C1020,1124029C1020,610422280,,メイラックス細粒,,メイラックス細粒　１％,１％１ｇ,,,,,,内,,明治製菓,1,20011214
100536301,1005363,01,,,,1124029F1026,1124029F1026,611170689,,メイラックス錠１ｍｇ,,メイラックス錠１ｍｇ,１ｍｇ１錠,,,,,,内,,明治製菓,1,20011214
100537001,1005370,01,,,,1124029F1034,1124029F1034,610412004,,アズトレム錠１ｍｇ,,アズトレム錠１ｍｇ,１ｍｇ１錠,,,,,,内,,高田製薬,1,20011214
100538701,1005387,01,,,,1124029F1050,1124029F1050,610412169,,メデタックス錠１,,メデタックス錠　１ｍｇ,１ｍｇ１錠,,,,,,内,,沢井製薬,1,20011214
100539403,1005394,03,,,,1124029F1069,1124029F1069,610412190,,ロンラックス錠１ｍｇ,,ロンラックス錠１ｍｇ,１ｍｇ１錠,,,,,,内,,大洋薬工（岐阜）,1,20011214
100539404,1005394,04,,,,1124029F1069,1124029F1069,610412190,,ロンラックス錠１ｍｇ,,ロンラックス錠１ｍｇ,１ｍｇ１錠,,,,,,内,,メルクホエイ,1,20011214
100539405,1005394,05,,,,1124029F1069,1124029F1069,610412190,,ロンラックス錠１ｍｇ,,ロンラックス錠１ｍｇ,１ｍｇ１錠,,,,,,内,,シオノケミカル,1,20011214
100540002,1005400,02,,,,1124029F1077,1124029F1077,610422090,,キシケイン錠１ｍｇ,,キシケイン錠１ｍｇ,１ｍｇ１錠,,,,,,内,,東洋ファルマー,1,20011214
100541701,1005417,01,,,,1124029F1085,1124029F1085,610422125,,ジメトックス錠１,,ジメトックス錠　１ｍｇ,１ｍｇ１錠,,,,,,内,,三和化学,1,20011214
100542401,1005424,01,,,,1124029F1093,1124029F1093,610422216,,ネクロアート錠１ｍｇ,,ネクロアート錠１ｍｇ,１ｍｇ１錠,,,,,,内,,菱山製薬,1,20020320
100543101,1005431,01,,,,1124029F1107,1124029F1107,610422313,,レストジール錠１ｍｇ,,レストジール錠１ｍｇ,１ｍｇ１錠,,,,,,内,,岩城製薬,1,20011214
100544801,1005448,01,,,,1124029F1115,1124029F1115,610433088,,トランザクト錠１ｍｇ,,トランザクト錠１ｍｇ,１ｍｇ１錠,,,,,,内,,山之内,1,20011214
100545501,1005455,01,,,,1124029F2022,1124029F2022,611170690,,メイラックス錠２ｍｇ,,メイラックス錠２ｍｇ,２ｍｇ１錠,,,,,,内,,明治製菓,1,20011214
100546201,1005462,01,,,,1124029F2030,1124029F2030,610412005,,アズトレム錠２ｍｇ,,アズトレム錠２ｍｇ,２ｍｇ１錠,,,,,,内,,高田製薬,1,20011214
100547901,1005479,01,,,,1124029F2049,1124029F2049,610412170,,メデタックス錠２,,メデタックス錠　２ｍｇ,２ｍｇ１錠,,,,,,内,,沢井製薬,1,20011214
100548603,1005486,03,,,,1124029F2057,1124029F2057,610412191,,ロンラックス錠２ｍｇ,,ロンラックス錠２ｍｇ,２ｍｇ１錠,,,,,,内,,大洋薬工（岐阜）,1,20011214
100548604,1005486,04,,,,1124029F2057,1124029F2057,610412191,,ロンラックス錠２ｍｇ,,ロンラックス錠２ｍｇ,２ｍｇ１錠,,,,,,内,,メルクホエイ,1,20011214
100548605,1005486,05,,,,1124029F2057,1124029F2057,610412191,,ロンラックス錠２ｍｇ,,ロンラックス錠２ｍｇ,２ｍｇ１錠,,,,,,内,,シオノケミカル,1,20011214
100549302,1005493,02,,,,1124029F2065,1124029F2065,610422091,,キシケイン錠２ｍｇ,,キシケイン錠２ｍｇ,２ｍｇ１錠,,,,,,内,,東洋ファルマー,1,20011214
100550901,1005509,01,,,,1124030F1029,1124030F1029,610432030,,ドラール錠１５,,ドラール錠　１５ｍｇ,１５ｍｇ１錠,,,,,,内,,三菱ウェルファーマ,1,20011214
